Number,StudentLevel,Timestamp,Transcript,Duration,Rating
36,Graduate,9/8/22 12:43,"Student: I am a graduate student. I want to get the ENR subscription from ASU. I study construction management and ENR magazines keeps the SSEBE students updated. Can I get it through ASU?
Librarian : Hi [name]: I don't know. I do know the library doesn't facilitate personal subscriptions.
Librarian : Usually if there is a student rate for a subscription, you buy it, indicate you are a student, and get that student rate.
Student : But what if its needed by lot of students? will they get a free subscriptions for students?
Librarian : But let me look a little deeper. What does ENR stand for?
Student : Engineering News Record
Librarian : Oh, will we add the journal to our collection. Sometimes. It depends on if it fills a gap, demand, and cost. Even availablity. There are some subscriptions that WON'T sell to libraries.
Librarian : Let me see what I can find about it.
Student : Sure thing.
Student : That will be helpful. As you know career fair and everything is approaching and it would just get me a cleared idea
Librarian : OK, it looks like we used to have it but don't any longer. So, I would suggest for the short term, you look at the information online (table of contents, etc.)  [Link] and if you see an article you want, request it through Interlibrary Loan.
Librarian : Because it takes a year or more to add a new subscription to the library collection.
Librarian : I will give you the form to make a recommendation for the library to add something to our collection.
Librarian : [Link]
Librarian : The more requests we get to buy something, the more likely we are to add it.
Student : Sounds good, [name]!
Student : I used to work as student worker last semester for Ask-a-librarian so I thought so i might have to do it. But just wanted to double check if we got the subscription.
Librarian : Makes sense. 
Librarian : Sometimes it's hard to tell, since we often have multiple sources for online articles
Student : Yes, I get it. Thank you for the help!
Librarian : Thanks for asking. We take requests seriously and always do our best to add things folks request, because we know there will be a use for it. 
Librarian : Is there anything else I can help you with today?
Student : No that will be all.
Student : Just hoping my request get processed quickly
Librarian : If you fill in the form, it will immediately be added to the spreadsheet for consideration. That is looked at by the committee 4 times a year.
Librarian : They looks at the merits, costs, content, etc. and make a decision for the next purchase cycyle.
Librarian : We nearly always buy subscriptions on a calendar year cycle, otherwise it gets very, very messy.
Librarian : So even if they said ""yes"" today, it wouldn't be purchased until January, under normal circumstances.
Librarian : Or I should say, the new subscription would start until January
Student : Fine.
Student : I will be graduating this December so I think I would have to buy it on my own
Librarian : If you want full access immediately, then yes, that would be your best option. Books are easy, we just buy them once. But subscriptions represent ongoing costs and our budget it tight. We have to cancel stuff we have to free up funds to buy new items. Once we buy them, they need to be accounted for in ongoing costs. So we have a fairly stringent process. Even free journals have to go through an abbreviated version. 
Librarian : Good luck with the semester and your graduation.
Student : Thank you!!
Student : Have a great day
Librarian : You too.
",1252,0
37,Graduate,9/12/22 8:28,"Student: Where can I find hard copy of this book?
Building indoor air quality the latest sampling and Analytical methods:3rd edition Kathleen Hess- Kosa
Librarian : Hi! One moment and I'll check
Student : okay
Librarian : We don't have the third edition. You could see if it can be obtained from another library via interlibrary loan. Instructions and links for that are here: [Link].  We *do* have the e-book version of the 2nd edition, if that is of interest: [Link]
Student : Any other edition please? I want to borrow a hard copy
Student : I am having difficulty studying on screens.
Librarian : No, we do not have any other editions, but you might be able to get what you need from interlibrary loan. 
Librarian : There's no charge, and it would be hard copy.
Student : wow great thanks!
Student : Also I have place a  request for another book
Librarian : Sure, what is it?
Student : Request Id: 26189219740003841
Student : a book for sustainable construction
Librarian : Is there a specific book you have in mind (a title)?
Student : [Link]
Student : Sustainable Constructio- green design and delivery methods by Charles J Kibert
Librarian : We do have a hard copy. Another patron has checked it out, and it is now overdue. You can place a hold (request ASU copy) on it here: [Link]
Student : Thanks a lot.
Librarian : You're welcome!
Student : do they deliver to our address?
Student : or only ASU library?
Librarian : We mainly deliver to ASU LIbrary (your choice of library locations). For students who do not live in the Maricopa county,  we will mail books. 
Librarian : [Link]
Librarian : Do you have any other questions for me this afternoon?
Student : No. Thanks
Librarian : Have a great evening!
",902,0
38,Graduate,9/12/22 10:06,"Student: I want a room reservation on 23rd September from 2:00pm to 3:00pm. Im unable to make this room reservation from the app. Its showing an error. Can you make a room reservation from your end?
Librarian : Ho [name], what library were you trying to make a room reservation at?
Librarian : *Sorry, Hi!
Student : Hayden library
Librarian : You'll want to call the desk at Hayden and they should be able to help you with that. Let me get their contact info for you.
Student : ok sure
Librarian : Here you go: [Link]
",63,0
39,Graduate,9/14/22 14:18,"Student: How do we cite APA  for graphs being utilized or adding into our reference. [Link]
Librarian : Hello. 
Librarian : Citing graphs. Let me see if I can find an example for you.
Student : Morning [name]. I was wondering how do we create a APA citiation while using a government website and adding to our reference page for my thesis
Librarian : Hi. Okay. We do have a ""Citing Sources"" library guide - [Link] - but I doubt that our examples include graphs.
Librarian : Please take a look at [Link]
Librarian : Purdue's OWL  (Online Writing Lab) is a great source for highly specific APA, MLA, Chicago and Turabian questions.See [Link]
Student : Gotcha. Because some of these graphs being used, I added Source: and organization name as part of giving credit
Librarian : Okay. Do you think that those pages address all of your questions?
Librarian : The APA Style page notes ""Figures are covered in Sections 7.22 to 7.36 of the APA Publication Manual, Seventh Edition""
Librarian : We have print copies of the 7th edition at multiple ASU Library locations.
",1027,0
40,Graduate,9/15/22 14:23,"Student: Hello, hope u having a great day. I want to know if this book is available in hayden library- 
Hughes, [name]hard, Ginnett, Robert, &; Curphy, Gordon. Leadership: Enhancing the Lessons of Experience (9th ed.)
Librarian : Hello [name].  Let me look into it.  One minute...
Student : cool
Librarian : I am afraid that we have an older edition (1993) in storage.  Do you have a date for the 9th edition?
Student : let me check
Student : Published in 2018
Librarian : OK.  We don't have it.  Is it a textbook?
Student : yes its a book, i need it for my masters class review
Librarian : If it is a textbook, it is problematic.  In general, the library doesn't purchase textbooks.
Student : its not textbook recommended by professor but i choose this book for my class review
Student : is there any way i can find it or should i just buy it online?
Librarian : OK  what I would do is place a purchase suggestion for it.  Here is the form.  

[Link]
Student : nice thanks for helping
Librarian : Any time.
",493,4
41,Graduate,9/16/22 16:47,"Student: How do i search for specific books
Student : Hi [name]
Librarian : Hello [name].
Librarian : What are you looking for?
Student : I am looking for a book by Sobanski Jessika, I searched and nothing showed
Librarian : Let me look into One Search to see what is happening.
Librarian : I wasn't able to get a search results
Librarian : Are you looking for Visual Math?
Student : yes
Librarian : It appears that we do not have any of her books.  You could place a purchase request.  Let me send you the form.
Librarian : [Link]
Student : will I be the one to pay for it?
Librarian : No the library will purchase it for the collection.  When it is added, you will be notified when you can check it out.
Student : thanks
Librarian : Any time.
Librarian : Please get back to us if you need further assistance.
",806,0
42,Graduate,9/21/22 16:48,"Student: I want access to a IEEE paper
Librarian : Hi [name]. Sure. could you provide the title of the article you want?
Student : [Link]
Student : This is the link to the paper
Librarian : OK, give me a second to be sure we don't have it, in another wayl.
Librarian : OK, we don't have it but you can order through our ILL system for free
Librarian : It will take a day or so for the article to arrive.
Librarian : First, go to the Library home page: [Link]
Librarian : Put the title of the article into One Search and search. 
Student : okay
Librarian : It WON'T find your article, I checked. But when it says ""No results' - look to the right and click ""expand my results""
Librarian : Your article will then show up. It will show no online access: [Link]
Student : yes
Librarian : However, if you sign in to the library (look on the top right corner to see if you are signed in) 
Librarian : If you click on the title of the article, it will give you an option to ""Request it"".
Librarian : When you click on ""Request it"" it will fill in the ILLIAD form for you. Click ""Submit"" and a digital copy of the article will show up in a day or so.
Librarian : You will receive an email when it's ready, giving you a link to your ILLIAD account. The article will sit there for 90 days, you can use it, read it, download it, whatever, during that time. Then it will be deleted.
Student : I am not able to find ""Request it""
Student : after clicking the title
Librarian : You have to be signed in to the library, even if you signed in through My ASU
Student : Yes I just signed in
Librarian : Look on the top -right side of the page. Hmm. 
Librarian : Try clicking on the title of the article again. or the link I sent: [Link]
Librarian : My apologies
Student : There is still no request option
Librarian : It has a link to IEEE explore that probably won't help. One second while I check.
Student : Okay
Librarian : In good news, the link DOES work.
Librarian : I have no idea why it says ""no online access""
Student : The link opens up IEEE
Student : But I don't have access to it
Librarian : It will take you to the record in IEEE and give you the option to click on PDF or HTML
Student : Oh my mistake
Student : It did open it up
Student : Thanks!
Librarian : You are very welcome. We just discovered a glitch!
Librarian : Is there anything else I can help you with? I report this glitch to our IT folks to look into.
Student : That's all. Thank you so much!
",580,0
43,Graduate,9/22/22 10:29,"Student: is this A Systematic Review of the Technology Acceptance Model in Health Informatics considered to be a health informatics research article focused on technology implementation. This MUST be a peer-reviewed journal article or conference proceedings from the list below. Further, it must be an original research article (not a letter to the editor, commentary, or other type of paper).
Librarian : Hi [name]
Librarian : So you want me to confirm this is peer reviewed? (letters to the editor, etc. are not peer reviewed, even if published in a peer review journal). Let me check this title.
Librarian : OK, it's published in 

Applied Clinical Informatics
Librarian : I will check the status of this journal
Librarian : Yes, according to Ulrich's it is a peer reviewed journal.
Librarian : A Systematic Review (SR) in a peer reviewed journal would definitely be peer reviewed.
Librarian : I suspect is it NOT what your faculty would consider an ""Original research article"" however. All reviews, by their nature, are secondary research, not primary or original. Because rather than do research, they are going over and comparing the results of other people's research, making it a secondary analysis.
Librarian : I would check with your prof though. It's not entirely clear to me that they would object to a review article, based on the quoted section you provided.
Student : Okay, thank you!
Librarian : Is there anything else I can help you with today?
Student : No, that was all
Librarian : Have a great day then.
",647,0
44,Graduate,9/23/22 11:36,"Student: Hi,
I have requested a book and it's ready to pick up.
Can I pickup after 8pm today at Fletcher Library?
Librarian : Hello [name]! Items can be picked up any time the library is open.
Librarian : And it looks like Fletcher closes at 10 pm tonight, so you should be fine!
Student : Thank you so much. I have classes  till 7:30 in Tempe. And I will pick up while going home.
Student : This feature is so cool.
Student : Thank you [name].
Librarian : No problem! Also, if it is more convenient to pick up in tempe, you can always request books to be picked up at a Tempe library as well.
Student : Yeah. Thank you.
Librarian : No problem! Is there anything else I can assist you with?
",158,0
45,Graduate,9/23/22 11:55,"Student: Hi,
I remember reserving C40 room from 12;30 - 4;30 pm today but i don't seem to find the confirmation email. Can you please look in your database for me? I have an exam in 2 hours and I don't have any other place to give that. Please, its urgent,
Librarian : Hi [name], C40 in which library?
Student : hayden
Student : C40 or C38 either of that. and near around time as I mentioned
Student : my asu 10 digit is 1219732618
Librarian : I don't have access to that reservation information. I'm going to suggest that you call the Hayden front desk: [Link]
Librarian : They should be able to check or connect you with someone who can
Student : sure thank you
Librarian : Do you need help with anything else today?
Student : nope, thank you
",330,0
46,Graduate,9/26/22 12:14,"Student: Hi, I hope all is well with you. I submitted a request to the 
Service Catalog
·  Communication and Collaboration
     ·  Web Services 
         ·  Alias, Redirect &; Vanity Web Address (URL) Requests
and when I searched, It pulled up the Communication and Collaboration under library. I wanted to followup on my request and  I was wondering who should I contact with in this regard since there is no technician assigned to my request
Librarian : Hi [name]
Student : Hi [name]
Librarian : All is well today. Let me read your question.
Student : sure, take your time
Librarian : hmmm I have not heard of any of those groups, but wonder if it might be our Communication team.
Librarian : Let me get you an email address.
Student : sure thank you
Librarian : [Link]
Librarian : She goes by [name].
Librarian : You can email [name] and ask if the request was sent to her group.
Librarian : If not, she might be able to help figure out where it went.
Student : okay, thank you
Librarian : Do you remember what your question or request was about?
Librarian : I might know of a better option for you to try.
Student : yeah, I know it.
Student : it was a request to redirect : WWW URL
[Link]
Destination URL
[Link]
Librarian : Oh, then it would not have anything to do with ASU Library.
Librarian : That would have to do with what used to be UTO (University Techonology Office) and is now ET (Enterprise Technology).
Librarian : Sounds like when you were trying to use the ASU self service options to create a ticket, it had you go through option to figure out where they should send the request.
Librarian : How long ago did you submit the ticket?
Librarian : (Because I have an option to try, if it was more than a day or so ago.)
Student : it was 10 days ago
Student : is there any direct phone number or an email from these guys so that I can get in touch with them
Librarian : Usually, I would just suggest that you go back to MyASU and try submitting another ticket or try to call 1- (looking for the number).
Librarian : I found these links at search.asu.edu  
Librarian : Need assistance?[Link]
Student : I am looking for a number to call
Librarian : Have questions?We’re available 24/7 to answer your questions via live chat or you contact us at [Link].
Librarian : Found that on this page:
Librarian : [Link]
Student : the phone number is a general phone
Student : it is not a direct one
Student : it is for entire school
Librarian : They are like the ASU switchboard that then sends you to the best department or person.
Student : let me try the chat option
Librarian : I hope that works for you. 
Librarian : Is there anything else I can help you with, [name]?
Student : I hope too
Student : no that was it
Student : thanks for the info
Librarian : Wishing you the very best and speediest outcome possible!!
Student : thank you
Librarian : Glad to help! 
Librarian : I'll go ahead and sign out, but please feel free to come back to chat if you need more help.Bye!
",963,4
47,Graduate,9/26/22 12:45,"Student: can i please get a copy of this book: Transmission Electron Microscopy: Physics of Image Formation and Microanalysis
By Ludwig Reimer
Librarian : Hi [name]. Let me check it
Student : thanks [name]
Librarian : It looks like we only have older editions. By any chance is this a textbook for your class?
Student : ahh older edition would work.... this book is related to my research and also class
Librarian : Here is a link to the 1997 edition. [Link]
Librarian : If it is not actually a textbook assigned to your class (which you are responsible to purchase yourself), but something you need for your research, you can request the most current edition through Interlibrary Loan.
Librarian : Our ILL dept will cancel requests for textbooks, but otherwise will get books for free if they can find it elsewhere.
Student : ahh ok.... do you think there's a pdf copy of this in our ASU library database?
Librarian : No. We clearly only have print.
Librarian : If you need only a couple of chapters, you can order those through ILL and get a digital copy within a day or so (typically). But not a whole book.
Librarian : If you need most or all of a book, a physical ILL has to be requested and it takes 1-3 weeks to arrive.
Student : hmm... ok i will request for the old version that's available at the Noble library then...
Student : thanks for all the help and information :)
Librarian : Good luck. If you need something, better to ask for it sooner rather than later.
Librarian : We don't charge for ILL so asking for a couple of key chapters now would be a good idea for you. You can ask for print and scanned chapters, we don't mind.
Student : ahh ok that's easier then... how owuld i process the request?
Librarian : Probably the easiest way for you is to go to the library main page: [Link]
Librarian : Across the top menu is ""Accounts""
Librarian : You want ""My ILL (ILLIAD) account""
Librarian : You may need to sign in with your ASURITE ID and password
Librarian : It will want some basic info - your status (undergrad, grad student etc.)
Librarian : And your preferred pick up location. That is for any future physical requests. It can be whatever ASU Library is most convenient for you.
Librarian : Then, it will have it's own menu. You will choose ""New Requests"" and either choose ""book"" for the physical book to be mailed or ""Book chapter"" to request 1-3 chapters be scanned and sent.
Librarian : You can do both, but each request needs to be done seperately.
Student : okay perfect!! thank you so much for such detailed description... i will request for it now
Librarian : Looks like the most current edition is 2008?
Librarian : Here is the table of contents, to help you pick which chapters to ask to be scanned: [Link]
Student : omg.... this is free to download through ASU i think
Student : i just downloaded the whole book..... i didn't pay attention before.... thanks for sending the link and sorry for all the trouble
Librarian : No problem. I feel silly for saying we didn't have it, when obviously we did!
Librarian : Always good to double-check stuff for this very reason!
Student : i feel silly for not looking it up on google lol
Librarian : It SHOULD have showed up in our catalog.
Librarian : I will be sending a request to our tech folks to find out why it didn't.
Student : haha.....anyway, issue's been resolved by you...so thank you very much and have a nice day :)
Librarian : You too. Good luck on your research
",967,0
48,Graduate,9/27/22 16:43,"Student: Unable to complete the reservation
Student : Hi [name],
Librarian : Hello 

Nerainjan
Librarian : Where were you trying to make a reservation?
Student : I tried to book a video conferencing suite at the Nobel library from 10.00 to 12.00 pm. I was open when I picked the slot. I did submit it. But I haven't received any confirmation email
Student : Room no: 374
Librarian : What I would do is Contact Noble Library.  

[Link]
Librarian : I am in another library and do not have permissions to look into their scheduling system.
Student : Thank you. I showed up now for me. I did reserve a room there. Thank you
Librarian : Great!
",317,0
49,Graduate,9/30/22 10:49,"Student: How can I get the paper below:
Moradi, S., Ansari, R. &; Taherkhani, R. A Systematic Analysis of Construction Performance Management: Key Performance Indicators from 2000 to 2020. Iran J Sci Technol Trans Civ Eng 46, 15–31 (2022). https://doi.org/10.1007/s40[phone]6-7
Librarian : Hi [name].  let me take a look.
Librarian : Try this link: [Link]
Student : Awesome
Student : Thanks, That worked
Librarian : Yay!  I'm so glad!  Have a great day. ??
Student : You as well!
",135,0
50,Graduate,9/30/22 11:08,"Student: Is the library open today?
Librarian : Hi [name], Yes the libraries are open today.
Student : Hey! Would I be able to borrow a book?
Librarian : The hours are [Link]
Librarian : Yes, all ASU students, staff, and faculty can borrow as many books as they like.
Student : Thank you so much for ur help! :)
Librarian : Is there anything else I can help you with today?
Student : No thank you!
Librarian : Thanks for using the library Ask a Librarian service! Don't forget to save a copy of this transcript. We look forward to seeing you again!
",86,0
51,Graduate,10/3/22 12:28,"Student: need help to check with plagiarism
Librarian : hello!
Student : I have written an article with some papers and internet articles,
Librarian : ok
Student : i would like to test it for plagiarism before submitting
Librarian : are you talking about using a software porgram
Librarian : program?
Student : yes
Librarian : ok, the library does not have subscriptions to plagiarism programs...
Librarian : let me see if the University does...
Student : okay [name]
Librarian : using [Link]
Student : but in general is it a good move to check for plagiarism before submitting the report ?
Librarian : it doesn't look like the University does. do you have access to Turnitin?
Librarian : You can, that is definitely an option. The main thing is to make sure that you you used any quotes or data from sources, that you cite those and document the sources
Student : okay....
Student : i dont have access to turnitin software online
Librarian : it looks like the most used software Turnitin, Grammarly, others require a subscription
Librarian : this one looks free maybe? [Link].
Librarian : [Link]
Librarian : I haven't used it, so you would have to check it out...
Student : I tried it, but in vain later it asks me to get premium
Librarian : of course!!!!
Student : thats okay [name]
Student : thanks a lot
Librarian : you're welcome, good luck! just make sure your quotes are cited!
",509,0
52,Graduate,10/4/22 12:01,"Student: I would like to get the following article 
FaultEx: Explaining operational changes in terms of design variables in CPS control code
Librarian : Hi [name], thanks for using Ask a Librarian. Let me take a look.
Student : Thanks [name]
Librarian : Alright, I found it in our IEEE Xplore database.
Librarian : This link should work: [Link]
Student : I am not on campus so I can't access through the this link
Librarian : Ok. You'll need to go to the library's home page then (lib.asu.edu), go to the link for ""All Research Databases"" in the lower middle of the screen, and then select the IEEE Xplore database from the ""I"" list.
Librarian : At some point, it will have you login with your ASURITE ID and then, when you search on the article title in IEEE, it will allow you to access it.
",291,0
53,Graduate,10/10/22 10:12,"Student: Hi, I have borrowed a game from Poly campus library for which due date is on 20th. But I had to fly to Denver suddenly yesterday and will be back on Next Sunday which is post due date. Can I get my due date extended till 25th Oct so that I can return it once I am back?
Librarian : Hello [name]. The best thing will be to call Poly campus. I will send you the phone number. I will also create a ticket for your inquiry and send it to the Circulation Desk. Just a sec. 
Student : Sure
Librarian : Here is Poly library info: [Link]. 
Librarian : Also check your library account if the game is listed there. [Link] You may be 
Librarian : You may be able to extend online. 
Librarian : I also created a ticket. You should hear from them soon but I would also call them. 
Librarian : Is there anything else I can help you with?  
",459,0
54,Graduate,10/10/22 15:44,"Student: Download a paper from springer database.
Librarian : Hello.
Student : Hello, can you help me with downloading this paper?
Student : 10.1007/97[phone]4-2_5
Librarian : That's the DOI?
Student : [Link]
Student : Yes, DOI and a link to the paper.
Librarian : At first glance it appears as though the ASU Library might not have licensed online full-text access. You may have to request that we obtain a copy for you via ILLIAD / interlibrary loan. Just a moment.
Student : Thanks a million.
Librarian : Sorry. working on two chats.
Librarian : okay. so we do not have online full-text for this journal. just one moment.
Librarian : Still there?
Student : Yeah, I'm here. Don't worry.
Librarian : okay. I am writing-out all of the citation information. be done in one minute
Student : Thanks
Librarian : See if you can download from here: [Link]
Librarian : Are you able to download from Researchgate?
Librarian : If you were not able to download, the following is the information you will need to submit at ILLIAD request
Student : Thanks I could download that.
Librarian : Okay great.
Librarian : DOI: 		[Link]Book title: 	Engineering Geology for Society and Territory - Volume 3, River Basins, Reservoir Sedimentaiton and Water ResourcesBook editor: 	Giorgio Lollino et al., eds.Chapter title: 	Comparison of Different Methods for Detecting Irrigation Canals LeakageChapter author: 	[name]e, Paoloa, Manuela Lasagna, Giovanna Antonell Dino and Domenico Antoni De LucaPage numbers:	?Year:		2015Publisher:	SpringEdition:		[blank]ISBN:		9783319090542; 3319090542; 9783319090535OCLC #:		889754250
Librarian : I figured I would search online to see if that would work.
Librarian : Need any additional assistance?
Student : Great. Thank you for your assistance.
Librarian : You're welcome. Bye.
Student : Bye
",880,0
55,Graduate,10/13/22 14:01,"Student: So, I had requested for midnight library book and had placed an order for it. But, in few min after placing the order, I picked up the book because I found it on the shelf. Now I received a mail saying someone else requested for it. I am pretty confident it was my request before I found the book. Can you kindly look into whose request it was and if it was my request, could you kindly cancel it and give me my old deadline to return the book back?
Librarian : Hello!
Student : Hey Librarian
Librarian : Apologies in advance, but I don't have access to the system to see library accounts. I specialize in helping people with research questions.
Librarian : I don't see anyone else currently online who can help,
Student : oh okay, can you get back to me at a later time on this, please?
Librarian : but I can convert this to an email and send it to the folks who might be able to help
Student : yeah that sounds brilliant
Student : Thank you so much!
Librarian : I have this as your email address: trenusud@asu.edu
Librarian : double-checking that there are no errors, correct :) 
Student : yes that's right :)
Librarian : Great!  Before sending this off to the proper folks, did you need any other assistance at this time?
Student : no that's all
Student : Thanks for your time:)
Librarian : Hope you have a good day!
",201,0
56,Graduate,10/14/22 8:27,"Student: Hi, how can i have the paper below:
Application of analytical-network-process (ANP) for evaluation of key-performance-indicators (KPI) for application of blockchain technology in infrastructure projects
Student : Raval, P., Sarkar, D., &; Devani, D. (2022). Application of analytical-network-process (ANP) for evaluation of key-performance-indicators (KPI) for application of blockchain technology in infrastructure projects. Innovative Infrastructure Solutions, 7(6), 1-23.
Librarian : Hello [name]
Librarian : The best route is to place an interlibrary loan request.  Do you have an account?
Student : I have
Student : what is interlibrary loan request?
Librarian : Let me send you an explanatory guide about our service.
Student : thanks
Student : I am wondering you are not able to download it for me?
Librarian : [Link]
Librarian : I am unable to do that for you.  As it is downloadable, ILL will send a link that you will be able to download to your workstation.
Student : thanks
Student : here is its doi
Student : [Link]
Student : OK i have to request it
Student : I got it
Librarian : Yes.  The doi will help the people in the ILL Department.
Student : I just did
Student : thanks
Librarian : Any time.
",511,0
57,Graduate,10/17/22 9:09,"Student: When will we be able to borrow laptop for Spring 2023?
Librarian : Hi [name]. The library does not lend lap tops any longer. That service is now run by the University Technology office. Let me get you the information, just one moment.
Librarian : Here is the webpage for additional information on the lap top lending program [Link] 
Librarian : Is there anything else I can help you with this afternoon [name]?
",473,0
58,Graduate,10/27/22 10:58,"Student: I'm told I have digital online access to the Wall Street Journal. Yet I'm not sure how to access that. Links from this library seem to fail, do I need to log into the paper's online portal? What would be the ID/password, etc?
Librarian : Hi[name]tian, just a moment I think I can help you with this.
Student : great
Librarian : Here are some instruction
Librarian : Wall Street JournalGo to the WSJ registration page: [Link] Enter your first and last name Select an Account Type from the dropdown: Student, Professor, or Staff Enter your ASU (asuriteusername@asu.edu) email address and create a password. The email address and password will allow access on other devices outside of the university network. Click Create to complete registration and create your WSJ subscription. Once you have an account you can go directly to: [Link]    If you are a student, your account will stay active until your graduation date. Faculty and staff will need to validate their memberships once a year from the ASU URL:  [Link] 
Student : awesome, that is what I needed! Thanks!
Student : have a great day
Librarian : Thanks for using the library Ask a Librarian service! Don't forget to save a copy of this transcript. We look forward to seeing you again!
",201,4
59,Graduate,10/28/22 12:32,"Student: What is the pin for the screen in study rooms?
Librarian : Hi [name], thanks for using Ask a Librarian. Are you trying to connect to the video screen inside the study room?
Student : Yes, I have connected the HDMI cable to my laptop and its asking for a pin
Librarian : I'm not sure I've encountered that issue before. What library are you at?
Student : Hayden Library, 3rd Floor
Librarian : I think the best think to do is go to the service point in the library and ask for assistance. If the service point on the third floor isn't currently staffed, there is one on the first floor of the library. Do you have someone else there who can watch your things while you do that (or who can go get help)?
Student : yup
Student : I'll ask them. Thanks a lot for the help
Librarian : Excellent! Have a great day.
",227,0
60,Graduate,11/1/22 11:09,"Student: Hi, Can i extend return date to submit my book as i have exam on 9th ?
Student : hi
Librarian : Hi [name].
Student : i have one question
Student : I have borrowed one book from library and return date was next year.. all of sudden it got changed to today and i have exam on 9th nov
Student : can i change return date ?
Student : hi
Librarian : It is possible the book you mentioned has been recalled. If that is the case it is not eligible for renewal. This webpage [Link]. will provide you information about how to renew a library book. You can go on your library account and check to see if you can renew it.
Librarian : I can forward your question to the circulation staff and they could provide more information about your specific book. You can also contact them at Email:    circ@asu.eduPhone:  [phone]
Student : against that book showing not renewable
Librarian : Ok, it has probably been recalled. I am sorry for the inconvenience but if that is the case it is not eligible for renewal. I will transfer your question to circulation. Their email is circ@asu.edu and you can call them at [phone]
Librarian : Again, I am sorry for the inconvenience.
Student : ok
",512,0
61,Graduate,11/2/22 15:20,"Student: I would like to get access to grammarly
Librarian : Hi [name], thanks for using Ask a Librarian. I don't believe the library had a subscription to that. Let me see if it might be available through UTO.
Student : Thank you very much.
Student : I appreciate that.
Librarian : Ok, it doesn't look like ASU provides Grammarly access, so you would need to get your own individual subscription if you'd like to use it. Is there anything else I might be able to help with this morning?
Student : Nope, thank you very much
Student : for the information
Librarian : Have a great day!
",196,4
62,Graduate,11/2/22 15:54,"Student: Can I print couple of documents in west campus? I am a student of Tempe campus, but recently moved to phoenix closer to the west campus
Librarian : Hi [name]!
Student : Hi [name]!
Student : Good morning
Librarian : Yes, we have the same Print Anywhere system on all of our campuses.
Student : Can you please specify which building i should go in west campus?
Librarian : I am sure that there are Print Anywhere printers in Fletcher Library at the [name]t Campus. Other buildings probably have them but you should definitely be able to find them at Fletcher.
Librarian : [Link]
Student : Do I have to pay for printing or it is free for employees?
Librarian : You can call Fletcher Library, if you need more information, at 

[Link]
Student : thank you so much for the help [name]
Librarian : Costs are charged to our MyASU accounts.
Student : got it
Student : thanks for the help today
Librarian : You can pay it off online through MyASU.
Student : have a great weekend
Librarian : Glad to help, [name]!
Librarian : Have a great weekend!
",301,0
63,Graduate,11/2/22 16:37,"Student: Hello, could you help me gain access to this article? 

https://link.springer.com/article/10.1007/s42[phone]7-3
Librarian : Hi [name] sure I'd be happy to help
Librarian : Just give me a moment to look up the article
Librarian : I think I found the citation for the article
Librarian : Wang, J., Fu, R., Wen, S., Ning, P., Helal, M. H., Salem, M. A., ... 
&; Wang, Q. (2022). Progress and current challenges for CO2 capture 
materials from ambient air. Advanced Composites and Hybrid Materials, 1-39.


Librarian : Apologies the library does not have access to full text to 
Advanced Composites and Hybrid Materials

l
Librarian : Good news though
Librarian : The pre-print is available from Research Gate
Librarian : Pre-print is a document copy of the final draft without the journals formatting
Librarian : but the content is the same
Librarian : here's the direct lnk
Librarian : [Link]
Student : [name], so great! Thanks!
Librarian : NO worries
Librarian : Have a terrific afternoon
Librarian : :)
Student : You tooooo! :)
",439,4
64,Graduate,11/3/22 15:03,"Student: I have an interview scheduled for tomorrow between 11 to 4 and wanted a private study space for the same.
Librarian : Most libraries have study rooms you canreserve
Librarian : Group and individual study rooms for current ASU students, faculty, &; staff: [Link]
Student : All the rooms are reserved for tomorrow between 11 to 4
Student : Is there any other way to go about it
Librarian : There may be other rooms available. Which library do you want?
Librarian : Need to go bye
",650,0
65,Graduate,11/4/22 8:05,"Student: Download a paper.
Librarian : hi [name]
Student : Hello, can you help me with downloading this paper?
Student : [Link]
Librarian : let me take a look...
Librarian : sorry, got disconnect.
Librarian : i'm back
Student : That's ok.
Librarian : ok, so we don't subscribe to the journal (Remote Sensing Letters) that this article appears in
Librarian : but, you can request the article from here, and we will get you a copy
Librarian : [Link]
Student : Thanks a million.
Librarian : from that (long) link, just click on request external copy
Librarian : it usually takes us less than 24 hours to get you the article electronically
Librarian : did that work?
Librarian : ok, if you get stuck, feel free to come back!
",1332,0
